X,Y,Limit_A,Limit_B,Status,Repeater,NonTSMComp,Size,STATUS_ID,MaxSpeed_1,MaxSpeed_2,LastUpdate,Mounting,Descriptio,Maintenanc,Maintena_1,_full_text,X_ITM,Y_ITM
-6.209616697,53.30411685,60 Km/h,,Standard,1,1,300mm,8,60,0,20151201,Bracket Mounted,Non TSM - Sign too small. Maintenance -Fit sleeves.,,Low,,719328.0356,729698.4484
-6.117657518,53.23962851,50 Km/h,30 Km/h,Standard,0,0,600mm,8,50,30,20151125,Bracket Mounted,"Not in Bye laws. Maintenance - Fit sleeves, minor damage to face of 50kmh.",Inappropriate,High,,725645.433,722681.3904
-6.159216382,53.26868861,50 Km/h,,Standard,1,0,300mm,8,50,0,20151204,Bracket Mounted,"Maintenance - Sign slightly rotated, height 2m beside cycle track.",,Low,,722788.4121,725842.2387
-6.192298865,53.27444731,50 Km/h,,Standard,1,1,600mm,8,50,0,20151203,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign likely to become obscured, sign and sleeves dirty.",,Low,,720565.6676,726426.6025
-6.200559587,53.29736996,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance -One sign damaged, one sign dirty, both signs rotated with one not visible, pole at slight angle, fit sleeves.",Damaged Sign,High,,719950.5383,728962.9812
-6.2008075,53.22879288,50 Km/h,,Standard,1,0,300mm,8,50,0,20151127,Bracket Mounted,Maintenance - Edge of warning sign 150mm off road edge.,,Low,,720126.0768,721332.9792
-6.134428687,53.29386965,120 Km/h,,Standard,0,0,,8,120,0,20160311,,,,,,724368.5515,728686.6204
-6.189578973,53.30058196,50 Km/h,,Standard,0,0,300mm,8,50,0,20151201,Bracket Mounted,Maintenance - Missing a sleeve.,,Low,,720673.3796,729338.8271
-6.217138662,53.270713,50 Km/h,,Standard,0,0,,8,50,0,20160201,Bracket Mounted,,,,,718919.4811,725969.5212
-6.250231702,53.2717745,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,,Maintenance - Cut back trees.,Obscured,High,,716709.4318,726033.0691
-6.201221939,53.31160688,50 Km/h,,Standard,1,1,600mm,8,50,0,20151201,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign rotated and damaged, fit sleeves, pole at slight angle, height 1.87m.",Damaged Sign,High,,719866.5045,730545.8163
-6.131743783,53.2317808,120 Km/h,,Standard,0,0,,8,120,0,20160201,Bracket Mounted,,Inappropriate,High,,724728.0912,721783.6409
-6.134678418,53.20952048,50 Km/h,,Standard,1,1,600mm,8,50,0,20151126,Bracket Mounted,Non TSM - Sign too big. Maintenance - Sign located close to bend.,Obscured,Low,,724596.7897,719301.9824
-6.218369669,53.2819023,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,Bracket Mounted,Maintenance - Fit sleeves.,,Low,,718806.3415,727212.3519
-6.126478436,53.23551709,50 Km/h,30 Km/h,Standard,0,0,600mm,8,50,30,20151117,Bracket Mounted,Maintenance - minor damage to both faces.,Damaged Sign,Low,,725068.6873,722208.514
-6.172364445,53.27317085,80 Km/h,60 Km/h,Standard,0,0,600mm,8,80,60,20151118,Bracket Mounted,"Traffic Lanes Speed Limit 80kmh, Bus Lane Speed Limit 60kmh (South Bound).",,,,721898.7097,726318.4049
-6.215772441,53.2714208,120 Km/h,,Standard,0,0,,8,120,0,20160201,Bracket Mounted,,,,,719008.6356,726050.5422
-6.188720413,53.23245597,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151125,Bracket Mounted,"Non TSM - Signs too big. Maintenance -Signs rotated and one face not visible, one face damaged, sleeves faded.",Damaged Sign,High,,720922.6918,721760.889
-6.171556962,53.27198705,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151118,Bracket Mounted,Maintenance - sleeves faded,,Low,,721955.9314,726188.0781
-6.186704962,53.30115302,50 Km/h,,Standard,1,1,600mm,8,50,0,20151201,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Fit sleeves, sign on wrong side of road, missing 50kmh sign on back, minor damage to face.",Damaged Sign,Low,,720863.3155,729407.2187
-6.203211962,53.29398193,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151130,Bracket Mounted,"Maintenance - Kerb offset 170mm, sleeves faded, both signs rotated.",,Low,,719783.228,728581.5922
-6.161893155,53.27448286,50 Km/h,,Standard,1,0,300mm,8,50,0,20151204,Bracket Mounted,"Maintenance - Sign face has minor damage, sleeves faded, height 1.95m beside cycle track.",Damaged Sign,Low,,722593.2961,726482.283
-6.180642225,53.28949204,50 Km/h,,Standard,1,0,300mm,8,50,0,20151204,,Mounting - Mounted on Lp.,,,,721300.4213,728120.1404
-6.225121251,53.28374243,50 Km/h,,Standard,1,1,750mm,8,50,0,20151210,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Minor damage to sign face, sleeves faded.",Damaged Sign,Low,,718351.0744,727405.8747
-6.186625714,53.2555099,50 Km/h,,Standard,1,0,300mm,8,50,0,20151217,,Mounting - Mounted on Lucas pole,,,,720997.4631,724329.2993
-6.249757481,53.26735504,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20160111,Bracket Mounted,"Non TSM - Signs too big. Maintenance - Both signs obscured, one sign damaged, sleeves faded, height 1.8.",Damaged Sign,High,,716753.1012,725542.1503
-6.244526268,53.27088336,50 Km/h,,Standard,0,0,750mm,8,50,0,20160201,,"Maintenance - Sleeves faded, damage to sign face.",Damaged Sign,Low,,717092.3855,725943.256
-6.137518562,53.24800925,50 Km/h,,Standard,0,0,600mm,8,50,0,20151116,Bracket Mounted,Maintenance - kerb offset 330mm.,,Low,,724295.5594,723579.0656
-6.141012144,53.26985832,50 Km/h,,Standard,1,0,300mm,8,50,0,20160106,Bracket Mounted,Maintenance - Minor damage to sign face and rotated.,Damaged Sign,Low,,723999.2097,726003.8036
-6.150966363,53.26229539,80 Km/h,60 Km/h,Standard,1,0,600mm,8,80,60,20151118,Bracket Mounted,"Traffic Lanes Speed Limit 80kmh, Bus Lane Speed Limit 60kmh (North Bound).",,,,723357.0729,725145.1679
-6.126193737,53.213729,120 Km/h,,Standard,0,0,,8,120,0,20160201,Bracket Mounted,,,,,725151.2117,719785.0078
-6.209824782,53.26667823,50 Km/h,,Standard,1,1,600mm,8,50,0,20151217,,"Non TSM - Sign too big. Maintenance - Fit sleeves, kerb offset 400mm, on same pole as Stop sign.",,Low,,719418.5269,725532.8237
-6.135830032,53.29255694,50 Km/h,30 Km/h,Standard,0,0,600mm,8,50,30,20160104,,"Maintenance - Sign rotated, 50kmh face damaged, kerb offset 230mm.",Damaged Sign,Low,,724278.9509,728538.1365
-6.134558566,53.26930927,60 Km/h,,Standard,1,0,600mm,8,60,0,20160108,,Mounting - Mounted on Lp. Maintenance - Sign obscured by trees.,Obscured,High,,724431.231,725953.9358
-6.140624715,53.29386831,50 Km/h,30 Km/h,Standard,0,1,600mm,8,50,30,20160104,,"Maintenance - Kerb offset 100mm, 30kmh sign 1.84m high, visibility slightly obscured by tree, fit sleeves, 30kmh sign damaged.",Damaged Sign,High,,723955.5378,728675.7043
-6.174236758,53.28908332,50 Km/h,,Standard,1,1,750mm,8,50,0,20151203,Bracket Mounted,Non TSM - Sign too big.,,,,721728.6082,728085.5611
-6.200310267,53.2927202,60 Km/h,,Standard,1,1,300mm,8,60,0,20151130,Bracket Mounted,"Non TSM - Sign too small. Maintenance - Fit sleeves, minor damage to sign.",Damaged Sign,Low,,719980.188,728446.085
-6.199817649,53.29783976,50 Km/h,,Standard,1,0,300mm,8,50,0,20151201,Bracket Mounted,Maintenance - Warning sign rotated and edge of warning sign 200mm off road edge.,,Low,,719998.6741,729016.4952
-6.126697068,53.27718992,50 Km/h,,Standard,1,0,300mm,8,50,0,20151119,Bracket Mounted,"Maintenance - Pole at slight angle, sleeves faded, kerb offset 150mm.",Damaged Pole,Low,,724932.5827,726844.4092
-6.12375087,53.28583238,50 Km/h,,Standard,1,0,300mm,8,50,0,20151119,Bracket Mounted,"Maintenance - Minor damage to face, fit sleeves, height 1.8m.",Damaged Sign,Low,,725103.7998,727811.0769
-6.188826422,53.2437661,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151207,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign has minor damage, sleeves faded, pole knocked, sign edge not 450mm off road edge.",Damaged Sign,Low,,720883.7386,723019.0174
-6.152539204,53.24167138,60 Km/h,,Standard,0,0,900mm,8,60,0,20160201,Bracket Mounted,,,,,723311.455,722847.9389
-6.264311612,53.28333264,50 Km/h,,Standard,1,0,600mm,8,50,0,20160113,Bracket Mounted,Maintenance - Obscured.,Obscured,High,,715739.151,727296.0933
-6.121984751,53.27576665,50 Km/h,,Standard,1,1,300mm,8,50,0,20151125,Bracket Mounted,Non TSM - Village traffic calming sign. Maintenance - Minor damage to sign.,Damaged Sign,Low,,725250.9817,726694.3127
-6.157595904,53.28094658,50 Km/h,,Standard,1,1,450mm,8,50,0,20151218,Bracket Mounted,Non TSM - Text style.,,,,722861.3336,727208.7852
-6.213436908,53.30719093,60 Km/h,,Standard,1,0,600mm,8,60,0,20151201,Bracket Mounted,"Maintenance - Height 2m beside cycle track, sleeves faded.",,High,,719064.8905,730034.085
-6.176485719,53.27412841,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151118,Bracket Mounted,Maintenance - Sleeves faded and damaged.,,Low,,721621.139,726417.9163
-6.250953976,53.26735922,100 Km/h,,Standard,1,0,,8,100,0,20160201,Bracket Mounted,,,,,716673.2825,725540.661
-6.204719621,53.29947568,60 Km/h,,Standard,0,0,600mm,8,60,0,20151130,Bracket Mounted,"Maintenance - Missing 50kmh sign on back, 60kmh sign is damaged, kerb offset 200mm, sleeves faded.",Damaged Sign,High,,719667.3694,729190.2793
-6.269793616,53.27931559,50 Km/h,,Standard,1,0,300mm,8,50,0,20160111,Bracket Mounted,Maintenance - Sleeves faded.,,Low,,715384.4533,726840.3032
-6.183780696,53.30201407,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance - Signs off centre, kerb offset 300mm, sleeves faded.",,Low,,721055.7753,729507.9668
-6.255620709,53.30211029,50 Km/h,,Standard,1,0,300mm,8,50,0,20151216,Bracket Mounted,"Maintenance - Pole at angle, sleeves very dirty, sign rotated.",Damaged Pole,High,,716267.6194,729399.3497
-6.183035505,53.24766403,50 Km/h,,Standard,1,0,300mm,8,50,0,20151207,,Mounting - Mounted on Tp.,,,,721259.1847,723462.4884
-6.138034713,53.23357515,50 Km/h,,Standard,1,0,300mm,8,50,0,20151126,Bracket Mounted,"Maintenance - Sign face has minor damage, sleeves are very dirty.",Damaged Sign,Low,,724302.9408,721972.314
-6.158810928,53.26570697,50 Km/h,,Standard,0,0,600mm,8,50,0,20151118,Bracket Mounted,"Maintenance - sleeves faded, kerb offset 300mm, fit 80kmh sign to back of 50kmh sign.",Missing,Low,,722824.0011,725511.2131
-6.261776314,53.28041977,50 Km/h,,Standard,1,0,600mm,8,50,0,20160113,,,,,,715916.0784,726976.1256
-6.262411212,53.26889881,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20160111,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Both sign faces are damaged, sleeves faded, pole at an angle.",Damaged Sign,Low,,715904.9091,725693.31
-6.29267648,53.26287152,50 Km/h,,Standard,1,1,600mm,8,50,0,20160111,Bracket Mounted,Non TSM - County boundary sign. Maintenance - Not located at boundary.,Inappropriate,High,,713902.2711,724974.0783
-6.251243629,53.26774741,100 Km/h,,Standard,1,0,,8,100,0,20160201,Bracket Mounted,,,,,716652.9056,725583.3766
-6.1248092,53.2144902,50 Km/h,,Standard,0,0,,8,50,0,20160201,Bracket Mounted,,,,,725241.4548,719872.1181
-6.26713196,53.30591861,50 Km/h,,Standard,1,1,600mm,8,50,0,20151216,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Minor damage to sign face, height 1.95m, kerb offset 150mm, fit sleeves.",Damaged Sign,Low,,715490.1521,729804.3825
-6.199636176,53.31043338,50 Km/h,,Standard,1,1,600mm,8,50,0,20151201,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign rotated, kerb offset 100mm.",,High,,719975.457,730417.9189
-6.176017908,53.25258608,50 Km/h,,Standard,0,0,,8,50,0,20160201,Bracket Mounted,,,,,721713.5023,724022.0167
-6.202571565,53.27242243,50 Km/h,,Standard,0,0,600mm,8,50,0,20160205,Bracket Mounted,,,,,719886.2543,726184.0424
-6.19388907,53.28214887,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151119,Bracket Mounted,"Maintenance - 60kmh face rotated and obscured, sleeves faded.",Obscured,Low,,720437.961,727280.7639
-6.243647815,53.287197,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,Bracket Mounted,"Maintenance - Sign face dirty, sleeves faded.",,Low,,717106.3638,727759.6959
-6.221812507,53.29962131,50 Km/h,,Standard,1,0,300mm,8,50,0,20160106,Bracket Mounted,"Maintenance - Height 1.75m, fit sleeves, sign very dirty.",,Low,,718527.7164,729177.9881
-6.243612213,53.22480721,50 Km/h,50 Km/h,Standard,1,0,600mm,8,50,50,20160108,Bracket Mounted,"Non TSM - Signs too big. Maintenance - One sign face damaged, sleeves faded, road offset 150mm.",Damaged Sign,Low,,717279.2969,720818.502
-6.212025758,53.27077903,50 Km/h,,Standard,0,0,,8,50,0,20160201,Bracket Mounted,50kmh sign at start of 100kmh zone.,Inappropriate,High,,719260.3041,725985.3874
-6.188940466,53.27606123,50 Km/h,,Standard,1,1,600mm,8,50,0,20151203,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign likely to become obscured if stop sign repaired, sign and pole dirty.",Obscured,High,,720785.0861,726611.8316
-6.131757321,53.25127499,60 Km/h,50 Km/h,Standard,0,1,600mm,8,60,50,20160108,Bracket Mounted,"Non TSM - 50kmh sign too small. Maintenance - Both signs have minor damage, sleeves faded.",Inappropriate,High,,724670.5103,723952.4238
-6.158267297,53.26665339,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151117,,Maintenance - sleeves are faded.,,Low,,722857.5492,725617.4418
-6.16963778,53.296191,50 Km/h,,Standard,1,1,600mm,8,50,0,20151210,,"Non TSM - Sign too big. Maintenance - Kerb offset 150mm, sign rotated and barely visible, sign face has minor damage, sleeves faded.",Obscured,High,,722014.9457,728884.1756
-6.209886844,53.27118047,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151203,Bracket Mounted,"Maintenance - No signs on LHS of both roads, sleeves faded.",,Low,,719401.8406,726033.6214
-6.198898952,53.29825521,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151201,,"Non TSM - Signs too big. Maintenance - Both signs dirty, one sign at angle, kerb offset 100mm, one sign slightly rotated.",,Low,,720058.7427,729064.2599
-6.184249572,53.26735155,50 Km/h,,Standard,1,0,300mm,8,50,0,20160107,Bracket Mounted,,,,,721122.5269,725650.77
-6.2411504,53.27090081,50 Km/h,,Standard,0,1,1200mm,8,50,0,20160113,,Non TSM - Sign too big. Maintenance - Fit sleeves & sign damaged.,Damaged Sign,Low,,717317.4924,725950.7338
-6.117827483,53.23962967,50 Km/h,30 Km/h,Standard,0,0,600mm,8,50,30,20151125,Bracket Mounted,"Not in Bye laws. Maintenance - Both signs very dirty, fit sleeves, kerb offset 400mm, 50kmh sign dropped and slightly rotated.",Inappropriate,High,,725634.0857,722681.2206
-6.128716535,53.29116297,50 Km/h,,Standard,1,0,300mm,8,50,0,20151121,Bracket Mounted,,Damaged Sign,High,,724757.2018,728395.4481
-6.166832273,53.27020237,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151118,Bracket Mounted,"Maintenance - Sleeves faded, 80kmh face has minor damage.",Damaged Sign,Low,,722276.1278,725997.5959
-6.160455293,53.27131022,50 Km/h,,Standard,1,0,300mm,8,50,0,20151204,,Mounting - Mounted on Lp.,,,,722698.2716,726131.779
-6.215894125,53.21862872,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20160107,Bracket Mounted,"Non TSM - Sign too big, Maintenance - Sleeves faded, road offset 400mm.",,Low,,719147.0988,720176.927
-6.17194047,53.25222269,120 Km/h,,Standard,0,0,,8,120,0,20160201,Bracket Mounted,,,,,721986.5956,723988.5383
-6.215855621,53.27123466,100 Km/h,,Standard,0,0,,8,100,0,20160129,Bracket Mounted,,,,,719003.605,726029.6944
-6.166206257,53.26664487,50 Km/h,,Standard,1,0,300mm,8,50,0,20151217,Bracket Mounted,Maintenance - Sleeves faded.,,Low,,722328.0362,725602.8769
-6.139041102,53.24777834,80 Km/h,,Standard,0,0,600mm,8,80,0,20151116,,"Maintenance - sleeves dirty, kerb offset 150mm.",,Low,,724194.6293,723550.7292
-6.223698673,53.25136953,50 Km/h,,Standard,1,0,300mm,8,50,0,20160111,,"Mounting - Mounted on Tp. Maintenance - Sign face has minor damage, road offset 450mm.",Damaged Sign,Low,,718535.4426,723806.5504
-6.224735354,53.2722481,50 Km/h,,Standard,0,1,900mm,8,50,0,20160115,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Not located at change in speed limit as per byelaws, 50kmh sign in an 80kmh zone, fit sleeves.",Inappropriate,High,,718408.5741,726127.6981
-6.245991022,53.27191762,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,,"Maintenance - Graffiti damage, raise both signs.",Damaged Sign,Low,,716991.869,726055.925
-6.119309694,53.24881108,50 Km/h,,Standard,1,1,600mm,8,50,0,20151124,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Pole at slight angle, kerb offset 0mm.",,Low,,725508.2861,723700.0846
-6.117763776,53.21144338,50 Km/h,,Standard,1,1,600mm,8,50,0,20151202,Bracket Mounted,Non TSM - County boundary sign.,,,,725720.8828,719545.509
-6.254376524,53.30745943,50 Km/h,,Standard,1,1,600mm,8,50,0,20151216,Bracket Mounted,"Non TSM - County boundary sign. Maintenance - Sign located not to include Patrick Royle Road, sign slightly dirty.",Inappropriate,High,,716335.9974,729996.5069
-6.139939008,53.29412921,50 Km/h,,Standard,0,1,600mm,8,50,0,20160104,,"Maintenance - Kerb offset 300mm, pole knocked, fit sleeves, sign face damaged, sign to be rotated.",Damaged Sign,High,,724000.4902,728705.9208
-6.238735713,53.31350584,50 Km/h,,Standard,1,1,750mm,8,50,0,20151209,Bracket Mounted,"Non TSM - Sign to big. Maintenance - Kerb offset 250mm, height 1.9m, fit sleeves.",,Low,,717361.6889,730694.7973
-6.172531073,53.27307077,80 Km/h,60 Km/h,Standard,0,0,,8,80,60,20151118,Bracket Mounted,"Traffic Lanes Speed Limit 80kmh, Bus Lane Speed Limit 60kmh (South Bound).",,,,721887.8819,726306.9862
-6.218446286,53.28180278,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,Bracket Mounted,Maintenance - Fit sleeves,,Low,,718801.5089,727201.1531
-6.241584998,53.27179257,80 Km/h,,Standard,0,0,750mm,8,80,0,20151116,,,,,,717286.0656,726049.2337
-6.107739501,53.27792086,50 Km/h,,Standard,1,0,300mm,8,50,0,20151120,Bracket Mounted,"Maintenance - Minor damage to sign, kerb offset 250mm, height 1.96m.",Damaged Sign,Low,,726194.5996,726959.0386
-6.203149005,53.29387556,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151130,Bracket Mounted,"Maintenance - Sleeves faded, 60kmh face obscured.",Obscured,High,,719787.7223,728569.8633
-6.262309367,53.26969333,50 Km/h,,Standard,1,1,600mm,8,50,0,20160111,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign rotated and minor damage, obscured.",Damaged Sign,Low,,715909.5527,725781.8707
-6.133034258,53.25107085,60 Km/h,,Standard,0,0,600mm,8,60,0,20160108,Bracket Mounted,"Maintenance - Sign face has minor damage and is rotated slightly, sleeves faded.",Damaged Sign,Low,,724585.9002,723927.4871
-6.122374285,53.23668421,50 Km/h,30 Km/h,Standard,0,0,600mm,8,50,30,20151125,Bracket Mounted,"Not in Bye laws. Maintenance - 50kmh face has minor damage, fit sleeves.",Inappropriate,High,,725339.2259,722345.5478
-6.137502263,53.26228371,50 Km/h,,Standard,1,0,300mm,8,50,0,20151222,,Mounting - Nailed to tree. Maintenance - Sign damaged.,Damaged Sign,Low,,724255.2659,725167.1895
-6.206539428,53.27171298,60 Km/h,60 Km/h,Standard,1,1,300mm,8,60,60,20151203,Bracket Mounted,Non TSM - Signs too small.,,,,719623.6082,726098.4631
-6.222828311,53.28259204,50 Km/h,50 Km/h,Standard,1,1,750mm,8,50,50,20151210,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Minor damage to one sign face and other sign obscured, fit sleeves.",Damaged Sign,High,,718507.1398,727281.6866
-6.220918794,53.31135508,60 Km/h,,Standard,1,0,750mm,8,60,0,20151201,,Sign in Dublin City Council Area. Maintenance - Pole knocked.,Damaged Pole,High,,718554.7695,730484.9313
-6.207875039,53.30230608,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151201,Bracket Mounted,"Maintenance - Height 2m, kerb offset 150mm, sleeves faded, 50kmh face damaged, both faces slightly rotated, pole at angle.",Damaged Sign,Low,,719449.1595,729499.8984
-6.14556789,53.24348262,60 Km/h,,Standard,1,0,600mm,8,60,0,20151123,Bracket Mounted,Maintenance - Kerb offset less than 450mm.,,Low,,723771.4925,723061.4934
-6.150004588,53.26141353,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151116,Bracket Mounted,"Maintenance - minor damage to both faces, rotate both faces, sleeves faded.",Damaged Sign,Low,,723423.7703,725048.7175
-6.19242841,53.29957162,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance - Kerb offset 250mm, fit sleeves, minor damage one face.",Damaged Sign,Low,,720486.313,729221.6106
-6.210771828,53.26135639,50 Km/h,,Standard,1,0,300mm,8,50,0,20160111,Bracket Mounted,"Maintenance - Sign rotated, sleeves faded.",,Low,,719370.1799,724939.1561
-6.226689363,53.26282441,50 Km/h,,Standard,1,1,600mm,8,50,0,20151209,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Height 1.87m beside cycle track, fit sleeves, minor damage to sign face.",,Low,,718304.2698,725076.0189
-6.249856725,53.26739524,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20160111,Bracket Mounted,"Non TSM - Signs too big. Maintenance Both signs have minor damage and rotated, sleeves faded, one face is dirty, road offset 200mm, height 1.6m.",Damaged Sign,Low,,716746.372,725546.4599
-6.165095896,53.27004434,80 Km/h,60 Km/h,Standard,0,0,600mm,8,80,60,20151117,Bracket Mounted,Maintenance - sign rotated and not visible,Obscured,High,,722392.3879,725982.9867
-6.161085143,53.27283666,50 Km/h,,Standard,1,0,300mm,8,50,0,20151204,Bracket Mounted,Maintenance - Sleeves faded.,,Low,,722651.8945,726300.5216
-6.140016437,53.29415235,50 Km/h,,Standard,0,0,600mm,8,50,0,20160104,,"Maintenance - Pole at an angle, fit sleeves, sign facing wrong way, face slightly damaged.",Damaged Sign,High,,723995.2619,728708.3607
-6.135712042,53.29251366,50 Km/h,30 Km/h,Standard,0,0,600mm,8,50,30,20160104,,"Maintenance - Minor damage to 30kmh face, kerb offset 380mm.",Damaged Sign,Low,,724286.9418,728533.527
-6.184209466,53.30180949,50 Km/h,,Standard,1,1,600mm,8,50,0,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance - Kerb offset 60mm, 650mm between pole and wall, fit sleeves, missing 50kmh sign on back.",Inappropriate,High,,721027.7779,729484.4795
-6.138555011,53.23980316,50 Km/h,,Standard,1,0,300mm,8,50,0,20160111,,Maintenance - Sign face damaged.,Damaged Sign,Low,,724250.1695,722664.3018
-6.127949529,53.23500977,50 Km/h,30 Km/h,Standard,0,0,600mm,8,50,30,20151117,Bracket Mounted,"Maintenance - 50kmh slightly rotated, kerb offset 200mm, pole at slight angle.",,Low,,724971.9709,722149.5009
-6.179173747,53.29994106,50 Km/h,,Standard,1,1,600mm,8,50,0,20151204,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Kerb offset 300mm, sleeves faded.",,Low,,721368.6897,729285.148
-6.236732173,53.31455856,50 Km/h,,Standard,1,1,600mm,8,50,0,20151216,Bracket Mounted,Non TSM - County boundary sign. Maintenance - Sign damaged and obscured.,Damaged Sign,High,,717492.2912,730815.2138
-6.186486812,53.27885728,60 Km/h,,Standard,1,1,300mm,8,60,0,20151119,Bracket Mounted,Non TSM - Sign too small. Maintenance - Fit sleeves.,,Low,,720940.8176,726927.0576
-6.267176808,53.27812919,50 Km/h,,Standard,1,0,300mm,8,50,0,20160111,Bracket Mounted,Maintenance - Sign face dirty.,,Low,,715562.1493,726712.5354
-6.255489709,53.27821206,50 Km/h,,Standard,1,0,600mm,8,50,0,20160113,,Maintenance - Different size to sign on opposite side of road.,,Low,,716341.2698,726740.7175
-6.191962897,53.23521511,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151127,Bracket Mounted,"Non TSM - Sign too big. Maintenance - sleeves faded, sign obscured by lp, one face minor damage.",Obscured,High,,720698.4784,722062.3789
-6.137208601,53.22443982,50 Km/h,,Standard,1,0,300mm,8,50,0,20151126,Bracket Mounted,Mounting - mounted on LP.,,,,724384.5637,720957.4099
-6.1950479,53.25735993,50 Km/h,,Standard,1,0,300mm,8,50,0,20151217,,Mounting - Mounted on Lucas pole,,,,720430.3478,724520.9029
-6.206695134,53.30261475,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151201,Bracket Mounted,"Maintenance - Kerb offset 100mm, sleeves faded.",,Low,,719526.9334,729536.2141
-6.266973653,53.30600196,50 Km/h,,Standard,1,1,600mm,8,50,0,20151216,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Minor damage to sign face, height 1.8m, kerb offset 100mm, fit sleeves.",Damaged Sign,Low,,715500.4768,729813.9114
-6.20474982,53.29959045,50 Km/h,,Standard,0,0,600mm,8,50,0,20151130,Bracket Mounted,Maintenance - Missing 60kmh sign on back.,Missing,High,,719665.0357,729202.998
-6.135582934,53.27946233,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20160108,Bracket Mounted,"Maintenance - Height 1.9m, 60kmh face has minor damage.",Damaged Sign,Low,,724333.4379,727081.7285
-6.126075711,53.21374826,120 Km/h,,Standard,0,0,,8,120,0,20160201,Bracket Mounted,,,,,725159.0377,719787.3574
-6.196087226,53.23950378,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151215,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Pole knocked, kerb offset 100mm, minor damage to one face.",Damaged Pole,High,,720411.1392,722532.5615
-6.176224742,53.27408343,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151118,Bracket Mounted,"Maintenance - Sleeves faded, kerb offset 300mm.",,Low,,721638.6712,726413.3567
-6.136363345,53.29237519,30 Km/h,,Standard,1,1,600mm,8,30,0,20151222,,Non TSM - Sign too big. Maintenance - Fit sleeves.,,,,724243.9274,728516.989
-6.181704165,53.24841016,50 Km/h,,Standard,1,0,,8,50,0,20151207,,Missing - No sign on pole. Maintenance - Sleeves faded.,Missing,High,,721345.9148,723547.7588
-6.178753334,53.25358831,120 Km/h,,Standard,0,0,,8,120,0,20160129,Bracket Mounted,,,,,721528.145,724128.8667
-6.128568079,53.24079926,50 Km/h,,Standard,1,1,600mm,8,50,0,20151116,Bracket Mounted,"Non tsm - sign too big. Maintenance - kerb offset 250mm, sleeves faded, sign rotated.",Inappropriate,Low,,724913.8224,722792.5238
