X,Y,Limit_A,Limit_B,Status,Repeater,NonTSMComp,Size,STATUS_ID,MaxSpeed_1,MaxSpeed_2,LastUpdate,Mounting,Descriptio,Maintenanc,Maintena_1,_full_text,X_ITM,Y_ITM
-6.131957851,53.27872253,50 Km/h,,Standard,1,0,300mm,8,50,0,20151119,Bracket Mounted,"Maintenance - Fit sleeves, kerb offset 230mm, height 2.05m",,Low,,724577.3133,727005.7348
-6.20353322,53.24752628,50 Km/h,50 Km/h,Standard,1,0,450mm,8,50,50,20151124,Cap Mounted,Maintenance - Sign slightly rotated.,,Low,,719891.7368,723412.5927
-6.141299121,53.24997085,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151116,,"Maintenance - sleeves faded, kerb offset 150mm.",,Low,,724037.6086,723790.7352
-6.123774256,53.25211202,50 Km/h,50 Km/h,Standard,1,0,300mm,8,50,50,20151203,Bracket Mounted,"Maintenance - Pole knocked, sleeves missing, one face very dirty, one face minor damage, kerb offset 250mm.",Damaged Pole,High,,725200.7335,724059.499
-6.200801706,53.29336006,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151130,Bracket Mounted,"Maintenance - Kerb offset 170mm, height 1.90m, both signs damaged and rotated, pole at slight angle, sleeves faded.",Damaged Sign,Low,,719945.6355,728516.4479
-6.245367841,53.27180275,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,,Maintenance - Cut trees back,Obscured,High,,717033.745,726044.1659
-6.160046703,53.26706087,80 Km/h,60 Km/h,Standard,1,0,600mm,8,80,60,20151117,,"Traffic Lanes Speed Limit 80kmh, Bus Lane Speed Limit 60kmh (North Bound).",,,,722737.6938,725659.7181
-6.280256283,53.29473541,50 Km/h,,Standard,1,1,600mm,8,50,0,20160114,Bracket Mounted,Non TSM - County boundary sign.,,,,714645.4846,728539.0302
-6.17992322,53.27563862,60 Km/h,,Standard,1,0,600mm,8,60,0,20151118,Bracket Mounted,Maintenance - sleeves faded.,,Low,,721387.614,726580.0908
-6.17620922,53.28695969,50 Km/h,,Standard,1,0,300mm,8,50,0,20151203,Bracket Mounted,"Maintenance - Kerb offset 350mm, sleeves faded, likely to become obscured.",,Low,,721603.1424,727845.937
-6.135773587,53.29562148,30 Km/h,,Standard,0,0,450mm,8,30,0,20160202,,Mounting - Mounted on Lp.,,,,724273.8167,728879.1808
-6.224647296,53.28151182,50 Km/h,,Standard,1,1,750mm,8,50,0,20151210,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign obscured at distance, sleeves faded.",Obscured,High,,718388.8414,727158.4903
-6.119908976,53.23673512,30 Km/h,,Standard,0,0,600mm,8,30,0,20151125,Bracket Mounted,"Not in Bye laws. Maintenance - Sign on wrong side of road, fit sleeves, missing 50kmh sign on back, sign has minor damage, kerb offset 330mm, sign rotated 90 degrees and not visible.",Inappropriate,High,,725503.6298,722355.5355
-6.221435922,53.22152582,50 Km/h,50 Km/h,Standard,1,0,300mm,8,50,50,20160107,Bracket Mounted,"Maintenance - Both signs dirty, warning sign damaged and over road.",,Low,,718769.021,720490.0267
-6.220130658,53.22386462,50 Km/h,,Standard,1,0,300mm,8,50,0,20160107,Bracket Mounted,"Maintenance - Sleeves faded, road offset 350mm.",,Low,,718849.6996,720752.3987
-6.278437513,53.26716552,100 Km/h,,Standard,1,0,,8,100,0,20160201,Bracket Mounted,,,,,714840.6204,725474.5997
-6.218772567,53.25529627,50 Km/h,,Standard,1,1,600mm,8,50,0,20151209,Bracket Mounted,Non TSM - Sign too big. Maintenance - Height 1.55m.,,,,718853.2532,724251.6016
-6.154917541,53.23641165,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151127,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Minor damage to one face, both faces slightly rotated, sleeves faded, sign edge 300mm off road edge.",Damaged Sign,Low,,723167.827,722258.6717
-6.127929869,53.25731409,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20160108,Bracket Mounted,"Maintenance - 50kmh face has minor damage, sign off centre on pole, kerb offset 400mm",Damaged Sign,Low,,724908.299,724630.9811
-6.150813914,53.2624219,80 Km/h,60 Km/h,Standard,1,0,600mm,8,80,60,20151118,Bracket Mounted,"Traffic Lanes Speed Limit 80kmh, Bus Lane Speed Limit 60kmh (North Bound).",,,,723366.8782,725159.5063
-6.247827845,53.3104442,50 Km/h,,Standard,1,1,600mm,8,50,0,20151209,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign damaged, fit sleeves.",Damaged Sign,Low,,716764.2455,730339.2683
-6.212915261,53.27017467,60 Km/h,,Standard,0,0,,8,60,0,20160201,Bracket Mounted,No 60kmh Speed limit in Bye Laws at this location.,Inappropriate,High,,719202.6599,725916.665
-6.135438557,53.28066179,50 Km/h,,Standard,1,1,600mm,8,50,0,20151222,,"Non TSM - Sign too big. Maintenance -Sign face damaged, sleeves missing, sign edge not 450mm from road edge.",Damaged Sign,Low,,724339.5829,727215.4244
-6.163300738,53.27757627,50 Km/h,,Standard,1,0,300mm,8,50,0,20151204,Bracket Mounted,,,,,722490.58,726824.0279
-6.212111552,53.27109335,50 Km/h,,Standard,0,0,,8,50,0,20160129,Bracket Mounted,,,,,719253.7072,726020.2138
-6.211165904,53.26443868,50 Km/h,,Standard,1,1,600mm,8,50,0,20151217,,Mounting - Mounted on Lp. Non TSM - Sign too big.,,,,719335.3083,725281.4206
-6.235276927,53.26549197,50 Km/h,,Standard,1,0,300mm,8,50,0,20160111,,Mounting - Mounted on Tp.,,,,717724.0845,725358.6232
-6.24703769,53.29155288,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,Bracket Mounted,Maintenance - Sleeves faded.,,Low,,716868.4709,728238.7673
-6.1407783,53.29649773,30 Km/h,,Standard,1,1,450mm,8,30,0,20160202,Bracket Mounted,Non TSM - Sign too big.,,,,723937.6868,728967.9739
-6.170951296,53.25948041,50 Km/h,,Standard,1,0,300mm,8,50,0,20151217,Bracket Mounted,"Maintenance - Sign obscured by Lp, sign face has minor damage, sleeves faded.",Damaged Sign,High,,722031.9349,724797.6832
-6.215664648,53.28088905,50 Km/h,,Standard,1,1,750mm,8,50,0,20160113,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Fit sleeves, sign face damage, obscured.",Damaged Sign,High,,718989.5217,727104.1221
-6.16989943,53.2718135,80 Km/h,,Standard,1,1,750mm,8,80,0,20160107,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sleeves faded, kerb offset less than 450mm (Not start of 80kmh zone).",,Low,,722066.9715,726171.599
-6.200403358,53.29741919,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance - One sign dirty, fit sleeves.",,Low,,719960.8136,728968.7205
-6.219110301,53.22071771,50 Km/h,,Standard,1,0,300mm,8,50,0,20160107,Bracket Mounted,maintenance - Sleeves faded,,Low,,718926.5463,720403.9847
-6.137763654,53.24747384,50 Km/h,,Standard,0,0,600mm,8,50,0,20151116,Bracket Mounted,Maintenance - sign face has minor damage.,Damaged Sign,Low,,724280.7562,723519.072
-6.114470215,53.26425188,50 Km/h,,Standard,1,1,300mm,8,50,0,20151125,Bracket Mounted,"Non TSM - Village traffic calming sign. Maintenance - Pole at an angle, minor damage to sign, kerb offset 400mm.",Damaged Sign,Low,,725785.8999,725426.4418
-6.254687154,53.27200088,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,,Maintenance - Raise both signs,,Low,,716411.6645,726050.9893
-6.194137419,53.2994823,50 Km/h,50 Km/h,Standard,1,1,,8,50,50,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance - Fit sleeves, one sign at angle, one sign slightly obscured.",Obscured,High,,720372.6584,729208.7927
-6.18797516,53.23135869,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151127,Bracket Mounted,Village gateway sign.,,,,720975.5347,721640.0714
-6.210536009,53.25079817,50 Km/h,,Standard,1,1,600mm,8,50,0,20151124,,"Non TSM - Sign too big. Maintenance - Sign has minor damage, tree obscuring view, height 1.88m.",Damaged Sign,Low,,719415.3189,723764.8889
-6.147459878,53.28274145,50 Km/h,,Standard,1,1,450mm,8,50,0,20151218,Bracket Mounted,Non TSM - Text style.,,,,723532.0138,727425.9479
-6.215091734,53.30761726,50 Km/h,,Standard,0,0,600mm,8,50,0,20151201,Bracket Mounted,Maintenance - Sleeves faded.,,Low,,718953.4301,730078.7611
-6.138496371,53.259722,50 Km/h,,Standard,1,0,300mm,8,50,0,20151222,,Maintenance - Sign and sleeves very dirty.,,Low,,724196.3742,724880.4599
-6.172374044,53.27276055,60 Km/h,,Standard,0,1,300mm,8,60,0,20151118,Bracket Mounted,Non TSM - Sign too small. Wrong Sign - 60kmh sign in 80kmh zone.,Inappropriate,High,,721899.237,726272.7396
-6.10672759,53.27810387,50 Km/h,,Standard,1,0,300mm,8,50,0,20151120,Bracket Mounted,"Maintenance - Sign rotated, kerb offset 170mm.",,Low,,726261.5374,726981.1858
-6.135872528,53.27944637,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20160108,Bracket Mounted,Maintenance - Both faces have minor damage.,Damaged Sign,Low,,724314.1739,727079.4488
-6.213538524,53.30108136,50 Km/h,,Standard,1,1,600mm,8,50,0,20160106,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Kerb offset 300mm, sleeves faded.",,Low,,719075.118,729354.1861
-6.272014546,53.26839872,100 Km/h,,Standard,1,0,,8,100,0,20160201,Bracket Mounted,,,,,715265.7245,725622.1415
-6.219542306,53.26737958,50 Km/h,,Standard,1,0,450mm,8,50,0,20160111,Bracket Mounted,Maintenance - Fit sleeves.,,Low,,718768.4085,725594.6615
-6.206176818,53.30084086,60 Km/h,,Standard,1,1,300mm,8,60,0,20151201,Bracket Mounted,Non TSM - Sign too small. Maintenance - Fit sleeves.,,Low,,719566.4327,729339.7244
-6.142711691,53.24419083,60 Km/h,,Standard,0,0,600mm,8,60,0,20151123,Bracket Mounted,,,,,723960.0596,723145.2334
-6.131090798,53.23526409,50 Km/h,30 Km/h,Standard,0,0,600mm,8,50,30,20151117,Bracket Mounted,"Maintenance - 50kmh face has minor damage and has one broken bracket, 30kmh face is slightly rotated.",Damaged Sign,Low,,724761.5515,722172.3099
-6.254615272,53.30754355,50 Km/h,,Standard,1,1,600mm,8,50,0,20151216,Bracket Mounted,"Non TSM - County boundary sign. Maintenance - Sign located not to include Patrick Royle Road, sign very dirty.",Inappropriate,High,,716319.8589,730005.4761
-6.238929265,53.31286629,50 Km/h,,Standard,1,1,600mm,8,50,0,20160201,Bracket Mounted,Non TSM - County boundary sign. Location - Should be located north of Beech Hill Rd. junction.,Inappropriate,High,,717350.5472,730623.3248
-6.173222578,53.27386993,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151118,Bracket Mounted,"Maintenance - Minor damage to both faces, sleeves faded, 50kmh face slightly rotated",Damaged Sign,Low,,721839.4917,726394.7173
-6.159887622,53.23478207,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151127,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign edge 500mm off road edge. both faces damaged, one face rotated, missing one sleeve.",Damaged Sign,Low,,722840.7494,722068.8239
-6.120627498,53.23694463,30 Km/h,,Standard,0,0,600mm,8,30,0,20151125,Bracket Mounted,"Not in Bye laws. Maintenance - Sign rotated 180 degrees, height 2m, kerb offset 400mm, missing 50kmh sign on back, minor damage to sign, fit sleeves. missing 50",Inappropriate,High,,725455.0577,722377.5836
-6.133879132,53.20864722,50 Km/h,,Standard,1,0,300mm,8,50,0,20151125,Bracket Mounted,"Maintenance - 3t sign has kerb offset of 0mm, sleeves faded.",,Low,,724652.7088,719206.222
-6.257895983,53.26826148,50 Km/h,,Standard,1,0,300mm,8,50,0,20160111,Bracket Mounted,"Maintenance - Sign damaged and rotated, sleeves faded.",Damaged Sign,Low,,716207.797,725629.7347
-6.214323321,53.25403229,50 Km/h,,Standard,1,0,300mm,8,50,0,20160108,Bracket Mounted,"Maintenance - minor damage, sleeves faded, slightly rotated.",Damaged Sign,Low,,719153.6171,724118.3836
-6.196560104,53.29836239,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance - Fit sleeves, kerb offset 100mm, minor damage to one face.",Damaged Sign,Low,,720214.3311,729080.1171
-6.14932167,53.24254041,60 Km/h,,Standard,1,0,600mm,8,60,0,20151123,Bracket Mounted,Maintenance - Fit sleeves,,Low,,723523.69,722950.1768
-6.255444543,53.27688946,50 Km/h,,Standard,1,1,750mm,8,50,0,20160113,,Non TSM - Sign too big. Maintenance - Rotate sign 180 degrees & different size to sign on opposite side of road.,Inappropriate,High,,716347.874,726593.6428
-6.210237849,53.26642955,50 Km/h,,Standard,1,1,600mm,8,50,0,20151217,,Mounting - Mounted on Lp. Non TSM - Sign too big.,,,,719391.6676,725504.4669
-6.122544036,53.21278715,120 Km/h,,Standard,0,0,,8,120,0,20160201,Bracket Mounted,,,,,725397.7008,719686.6164
-6.200530021,53.31095286,50 Km/h,,Standard,1,1,600mm,8,50,0,20151201,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sleeves very faded, minor damage to sign",Damaged Sign,Low,,719914.4411,730474.2134
-6.152314341,53.24067603,60 Km/h,,Standard,0,0,900mm,8,60,0,20160201,Bracket Mounted,,,,,723329.3244,722737.5903
-6.226129247,53.288345,50 Km/h,,Standard,1,0,300mm,8,50,0,20151210,Bracket Mounted,,,,,718271.1534,727916.2718
-6.244531368,53.27055684,100 Km/h,,Standard,1,0,,8,100,0,20160201,Bracket Mounted,,,,,717092.9377,725906.9199
-6.280065567,53.26748165,50 Km/h,,Standard,1,1,600mm,8,50,0,20160111,Bracket Mounted,"Non TSM - County boundary sign. Maintenance - Sign obstructed, road offset 300mm, sign has minor damage.",Damaged Sign,High,,714731.1804,725507.1571
-6.136008153,53.24684692,80 Km/h,60 Km/h,Standard,1,0,600mm,8,80,60,20151116,Bracket Mounted,"Traffic Lanes Speed Limit 80kmh, Bus Lane Speed Limit 60kmh (South Bound). Maintenance - pole has grafitti damage.",,Low,,724399.7207,723452.3781
-6.146052157,53.26868407,50 Km/h,,Standard,1,0,300mm,8,50,0,20160106,Bracket Mounted,"Maintenance - Pole knocked, fit sleeves, kerb offset 150mm.",Damaged Pole,High,,723666.4505,725864.4305
-6.221007698,53.22985999,50 Km/h,,Standard,1,1,600mm,8,50,0,20160107,,"Non TSM - Sign too big. Maintenance - Road offset 500mm, sign rotated, sleeves faded.",,Low,,718774.5465,721417.9593
-6.223107901,53.27156508,80 Km/h,,Standard,0,1,900mm,8,80,0,20160115,Bracket Mounted,"Non TSM - Sign too big.  Maintenance - Not located at change in speed limit as per byelaws, fit sleeves.",,,,718519.0033,726054.4051
-6.244531069,53.27756189,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,,Maintenance - Sleeves faded.,,Low,,717073.8128,726686.2784
-6.137277145,53.29285646,30 Km/h,,Standard,1,1,600mm,8,30,0,20160104,,Non TSM -  Sign too big. Maintenance - Fit sleeves.,,Low,,724181.6168,728568.9439
-6.134939978,53.29175275,30 Km/h,,Standard,0,1,600mm,8,30,0,20160104,,"Wrong location. Maintenance - Fit sleeves, minor damage to sign face, kerb offset 320mm.",Inappropriate,High,,724340.6179,728450.2152
-6.186322994,53.30143903,50 Km/h,,Standard,1,0,300mm,8,50,0,20151201,Bracket Mounted,,,,,720887.9649,729439.6851
-6.119562112,53.21685901,50 Km/h,,Standard,1,0,300mm,8,50,0,20151202,Bracket Mounted,"Maintenance - Both signs very dirty, warning sign damaged, warning sign kerb offset 100mm.",,Low,,725584.9356,720144.857
-6.186838892,53.24507041,50 Km/h,50 Km/h,Standard,1,0,300mm,8,50,50,20151207,,Mounting - Mounted on Lp. Maintenance - Minor damage to one face.,Damaged Sign,Low,,721012.7,723167.4909
-6.189336667,53.28045938,50 Km/h,,Standard,0,0,600mm,8,50,0,20151119,Bracket Mounted,"Maintenance - Sign edge 50mm over road, sleeves faded, sign face is slightly rotated, minor damage to sign face.",Damaged Sign,Low,,720746.2659,727100.4808
-6.171937811,53.28806378,50 Km/h,,Standard,1,1,750mm,8,50,0,20151204,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Fit sleeves, sign face damaged, pole knocked, height 2.1m beside cycle track.",Damaged Sign,High,,721884.7727,727976.0515
-6.222195448,53.27631691,50 Km/h,,Standard,1,0,300mm,8,50,0,20151210,,"Maintenance - Minor damage to sign face, height 1.8m.",Damaged Sign,Low,,718566.7065,726584.5892
-6.215838259,53.27128634,120 Km/h,,Standard,0,0,,8,120,0,20160201,Bracket Mounted,,,,,719004.6194,726035.4738
-6.133019266,53.19835766,120 Km/h,,Standard,1,0,,8,120,0,20160129,Bracket Mounted,,,,,724740.0207,718062.9716
-6.128836328,53.24022181,100 Km/h,,Standard,0,0,,8,100,0,20160129,Bracket Mounted,,,,,724897.6007,722727.8107
-6.115210407,53.23972517,30 Km/h,,Standard,0,0,600mm,8,30,0,20151125,Bracket Mounted,"Not in Bye laws. Maintenance - Missing 50kmh sign on back, fit sleeves.",Inappropriate,High,,725808.4763,722696.4478
-6.143552183,53.28284063,50 Km/h,,Standard,1,0,300mm,8,50,0,20151218,Bracket Mounted,Maintenance - Fit sleeves.,,Low,,723792.276,727443.7443
-6.162361947,53.27934913,50 Km/h,,Standard,1,0,300mm,8,50,0,20151218,Bracket Mounted,,,,,722548.1101,727022.8767
-6.133317137,53.25003283,50 Km/h,,Standard,1,1,600mm,8,50,0,20160111,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Fit sleeves, kerb offset 350mm",,Low,,724570.0409,723811.5093
-6.204769726,53.29907776,60 Km/h,,Standard,1,1,300mm,8,60,0,20151130,Bracket Mounted,"Non TSM - Sign too small. Maintenance - Height 1.93m beside cycle track, fit sleeves.",,Low,,719665.1424,729145.924
-6.201157324,53.31178071,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20151201,Bracket Mounted,"Non TSM - Signs too big, one sign has Non TSM text style. Maintenance - Pole knocked, kerb offset 400mm.",Damaged Pole,High,,719870.3228,730565.2642
-6.128574822,53.24150812,50 Km/h,,Standard,0,0,300mm,8,50,0,20151125,Bracket Mounted,"Wrong Sign - 50kmh sign in 80kmh zone, Maintenance - Height 1.7m",Inappropriate,High,,724911.3079,722871.3755
-6.109523422,53.277988,50 Km/h,,Standard,1,0,300mm,8,50,0,20151120,,"Maintenance - Minor damage to sign, kerb offset 120mm.",Damaged Sign,Low,,726075.4448,726963.3589
-6.255347354,53.27442183,50 Km/h,,Standard,1,0,600mm,8,50,0,20160113,,,,,,716361.0577,726319.2614
-6.215249053,53.30830157,60 Km/h,,Standard,0,0,600mm,8,60,0,20151201,Bracket Mounted,Maintenance - Sleeves faded,,Low,,718941.0444,730154.6333
-6.220563215,53.24489508,50 Km/h,,Standard,1,1,600mm,8,50,0,20151126,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign obscured, sign has minor damage.",Damaged Sign,High,,718762.5878,723091.4338
-6.200694013,53.31158507,50 Km/h,,Standard,1,1,600mm,8,50,0,20151201,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Height 1.9m, kerb offset 200mm, fit sleeves .",,Low,,719901.7421,730544.2762
-6.203296441,53.29679004,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151130,Bracket Mounted,"Maintenance - 60kmh sign has minor damage, 50kmh sign obscured.",Damaged Sign,High,,719769.7396,728893.8696
-6.181838272,53.24846793,50 Km/h,,Standard,1,1,600mm,8,50,0,20151207,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Sign edge not 450mm off road edge, sign damaged, sleeves faded.",Damaged Sign,Low,,721336.8024,723553.9583
-6.147694763,53.21857884,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151126,Bracket Mounted,"Maintenance - 80kmh sign is wrong, 50kmh sign has minor damage, pole angled, sleeves faded, road edge offset 0mm.",Inappropriate,High,,723701.3284,720287.1649
-6.134789933,53.26606078,60 Km/h,,Standard,0,0,600mm,8,60,0,20160108,,"Maintenance - Sign face has minor damage, sleeves damaged and faded, kerb offset 350mm.",Damaged Sign,Low,,724425.2322,725592.1238
-6.159859192,53.26714614,80 Km/h,60 Km/h,Standard,1,0,600mm,8,80,60,20151117,Bracket Mounted,"Traffic Lanes Speed Limit 80kmh, Bus Lane Speed Limit 60kmh (North Bound).",,,,722749.9566,725669.5271
-6.296316518,53.26058971,50 Km/h,50 Km/h,Standard,1,1,600mm,8,50,50,20160108,Bracket Mounted,"Non TSM - Signs too big for repeater. Maintenance - Signs rotated, fit sleeves, road offset 350mm.",,High,,713665.5013,724714.417
-6.176399652,53.28690292,50 Km/h,,Standard,1,0,300mm,8,50,0,20151203,Bracket Mounted,"Maintenance - Pole at angle, sleeves faded, likely to become obscured.",Damaged Pole,Low,,721590.6075,727839.2978
-6.211704621,53.26290597,50 Km/h,,Standard,1,1,600mm,8,50,0,20151217,Bracket Mounted,Non TSM -Sign too big. Maintenance - Kerb offset 400mm.,,Low,,719303.6398,725109.9988
-6.154645818,53.24121807,120 Km/h,,Standard,0,0,900mm,8,120,0,20160201,Bracket Mounted,,,,,723172.1616,722793.8755
-6.143188707,53.25212872,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151113,Bracket Mounted,,,,,723905.2862,724027.5312
-6.178080097,53.25439075,50 Km/h,,Standard,0,0,,8,50,0,20160201,Bracket Mounted,,,,,721570.7889,724219.287
-6.202560897,53.27228773,50 Km/h,60 Km/h,Standard,0,0,600mm,8,50,60,20160205,Bracket Mounted,,,,,719887.3427,726169.0739
-6.137465462,53.29233571,30 Km/h,,Standard,1,0,600mm,8,30,0,20151222,,"Maintenance - Sign rotated 90 degrees and not visible, pole knocked, kerb offset 0mm.",Obscured,High,,724170.574,728510.6801
-6.117686061,53.2367889,30 Km/h,,Standard,0,0,600mm,8,30,0,20151125,Bracket Mounted,"Not in Bye laws. Maintenance - Sign has minor damage, fit sleeves, height 1.74m,  yield on same pole.",Inappropriate,High,,725651.8457,722365.4235
-6.168678173,53.27625959,50 Km/h,,Standard,1,0,300mm,8,50,0,20151218,Bracket Mounted,,,,,722135.7446,726668.3366
-6.255521866,53.27812697,50 Km/h,,Standard,1,1,750mm,8,50,0,20160113,,Non TSM - Sign too big. Maintenance - Sticker on sign & different size to sign on opposite side of road.,Damaged Sign,Low,,716339.3565,726731.1984
-6.216574067,53.30886891,60 Km/h,,Standard,1,1,300mm,8,60,0,20151201,Bracket Mounted,Non TSM - Sign too small. Maintenance - Fit sleeves.,,Low,,718851.1738,730215.5475
-6.184685359,53.27866377,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20151118,Bracket Mounted,"Maintenance - Pole knocked, sleeves faded.",Damaged Pole,High,,721061.4896,726908.5787
-6.127958976,53.25710056,60 Km/h,,Standard,0,0,600mm,8,60,0,20160108,Bracket Mounted,Maintenance - Poor visibility around corner.,Obscured,High,,724906.9793,724607.1736
-6.221554181,53.22147654,50 Km/h,50 Km/h,Standard,1,0,300mm,8,50,50,20160107,Bracket Mounted,"Maintenance - Pole at an angle, both signs rotated and barely visible, road offset 0mm.",Damaged Pole,High,,718761.261,720484.3474
-6.141290134,53.29627563,50 Km/h,30 Km/h,Standard,0,1,600mm,8,50,30,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance -Minor damage both faces, 0mm kerb offset, both signs rotated.",Damaged Sign,Low,,723904.2137,728942.3767
-6.195959455,53.27358489,50 Km/h,,Standard,1,0,450mm,8,50,0,20151203,Bracket Mounted,,,,,720323.9676,726324.4847
-6.132037391,53.19941987,100 Km/h,,Standard,0,0,,8,100,0,20160129,Bracket Mounted,,,,,724802.5309,718182.8585
-6.236582062,53.31454897,50 Km/h,,Standard,1,1,600mm,8,50,0,20151216,Bracket Mounted,"Non TSM - County boundary sign. Maintenance - Sign has minor damage, slightly obscured by Lp.",Damaged Sign,Low,,717502.3191,730814.3938
-6.225284972,53.28362992,50 Km/h,,Standard,1,1,750mm,8,50,0,20151210,Bracket Mounted,Non TSM - Sign too big. Maintenance - Sign rotated.,,Low,,718340.4692,727393.0861
-6.122922905,53.22267501,50 Km/h,,Standard,1,0,300mm,8,50,0,20151202,,Mounting - Mounted on Lp. Maintenance Sign face has minor damage.,Damaged Sign,Low,,725343.5235,720786.0113
-6.120637072,53.24528906,50 Km/h,,Standard,1,1,600mm,8,50,0,20151125,Bracket Mounted,"Non TSM - Sign too big. Maintenance - Kerb offset 0mm, sleeves faded.",,Low,,725430.0139,723305.9164
-6.129840781,53.28907675,50 Km/h,,Standard,1,1,600mm,8,50,0,20151222,,"Non TSM - Sign too big. Maintenance - Sign rotated, sleeves missing, sign edge over road.",,Low,,724688.3322,728161.383
-6.169315696,53.26269867,50 Km/h,,Standard,1,0,300mm,8,50,0,20151217,Bracket Mounted,"Maintenance - Sleeves faded and damaged, sign slightly rotated.",,Low,,722131.8787,725158.5248
-6.141488964,53.2967254,30 Km/h,,Standard,1,1,600mm,8,30,0,20160202,,Non TSM - Sign too big. Mounting - Mounted on Lp.,,,,723889.659,728992.0717
-6.219228343,53.22068559,50 Km/h,,Standard,1,0,300mm,8,50,0,20160107,Bracket Mounted,Maintenance - Sleeves faded.,,Low,,718918.7532,720400.2152
-6.178497031,53.30040094,50 Km/h,,Standard,1,1,600mm,8,50,0,20151201,Bracket Mounted,"Non TSM - Signs too big. Maintenance - Sign damaged, sleeves faded, sign edge over road.",Damaged Sign,Low,,721412.4878,729337.4623
-6.188128329,53.23130925,80 Km/h,50 Km/h,Standard,0,0,600mm,8,80,50,20151127,Bracket Mounted,Village gateway sign.,,,,720965.449,721634.312
-6.214990166,53.30768468,50 Km/h,,Standard,0,0,600mm,8,50,0,20151201,Bracket Mounted,Maintenance - Sleeves faded.,,Low,,718960.0109,730086.4303
-6.197456381,53.23510639,50 Km/h,,Standard,1,0,300mm,8,50,0,20151124,Bracket Mounted,Maintenance - Height 3m.,,Low,,720332.0911,722041.0236
-6.170594857,53.27204455,80 Km/h,60 Km/h,Standard,1,0,600mm,8,80,60,20151118,Bracket Mounted,"Traffic Lanes Speed Limit 80kmh, Bus Lane Speed Limit 60kmh (South Bound).",,,,722019.9332,726196.1168
-6.13388613,53.26478192,60 Km/h,50 Km/h,Standard,0,0,600mm,8,60,50,20160108,Bracket Mounted,"Maintenance - Height 1.9m, 60kmh face dirty, sleeves faded.",,Low,,724489.2325,725451.418
-6.256520435,53.28877738,50 Km/h,,Standard,1,0,300mm,8,50,0,20160114,Bracket Mounted,Maintenance - Sleeves faded.,,Low,,716243.8555,727914.5053
-6.12529367,53.20967269,50 Km/h,,Standard,0,1,750mm,8,50,0,20151125,Bracket Mounted,Non TSM - Sign too big.,,,,725223.1504,719335.3045
-6.124657372,53.22763819,50 Km/h,,Standard,1,0,300mm,8,50,0,20151217,Bracket Mounted,"Maintenance - Sign face has minor damage, height 1.8m.",Damaged Sign,Low,,725213.2329,721335.1446
-6.137651431,53.24752816,50 Km/h,,Standard,0,0,,8,50,0,20151116,Bracket Mounted,Maintenance - centre sign on pole.,,Low,,724288.0875,723525.3112
-6.25358459,53.27186115,50 Km/h,,Standard,1,0,300mm,8,50,0,20160113,,Maintenance - Paint damage.,,Low,,716485.5785,726037.2401
-6.210877633,53.30256956,50 Km/h,,Standard,1,1,600mm,8,50,0,20160106,Bracket Mounted,"Non TSM - Sign too big. Maintenance Sleeves faded,sign damaged, height 2m.",Damaged Sign,Low,,719248.3143,729524.1972
-6.193754454,53.29946526,50 Km/h,,Standard,1,0,450mm,8,50,0,20151201,Bracket Mounted,,,,,720398.2311,729207.5426
